# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  145       5.745999786871e-10       1.593504340733e-13      -6.348939221609e-12       0.000000000000e+00       3.642774618219e-12       6.375815598400e-13      -4.345344932375e-15 
  146       5.792968613065e-10       1.589691601043e-13      -6.372633812496e-12       0.000000000000e+00       3.571945964660e-12       6.284387576222e-13      -4.287794449113e-15 
  147       5.839768429858e-10       1.585200297284e-13      -6.393210773410e-12       0.000000000000e+00       3.502998344641e-12       6.194901996385e-13      -4.230523997307e-15 
  148       5.886383847558e-10       1.580038808645e-13      -6.410616522006e-12       0.000000000000e+00       3.435856487497e-12       6.107207641362e-13      -4.173260136044e-15 
  149       5.932798846722e-10       1.574216559660e-13      -6.424798800334e-12       0.000000000000e+00       3.370434851534e-12       6.021137481096e-13      -4.115711308935e-15 
  150       5.978996765983e-10       1.567744038886e-13      -6.435706715267e-12       0.000000000000e+00       3.306637406778e-12       5.936508349803e-13      -4.057567511591e-15 
  151       6.024960289895e-10       1.560632817574e-13      -6.443290778929e-12       0.000000000000e+00       3.244357417718e-12       5.853120622782e-13      -3.998499959085e-15 
  152       6.070671436759e-10       1.552895568342e-13      -6.447502949128e-12       0.000000000000e+00       3.183477226055e-12       5.770757893223e-13      -3.938160753423e-15 
  153       6.116112884763e-10       1.544545917528e-13      -6.448297109422e-12       0.000000000000e+00       3.123892535065e-12       5.689236932996e-13      -3.876267327950e-15 
  154       6.161272114667e-10       1.535597947504e-13      -6.445630474469e-12       0.000000000000e+00       3.065588259471e-12       5.608563479843e-13      -3.812865311191e-15 
  155       6.206137630722e-10       1.526066683493e-13      -6.439462392979e-12       0.000000000000e+00       3.008569343437e-12       5.528790379796e-13      -3.748089572537e-15 
  156       6.250697651675e-10       1.515968273415e-13      -6.429753962121e-12       0.000000000000e+00       2.952836800804e-12       5.449968537905e-13      -3.682081739341e-15 
  157       6.294940105415e-10       1.505320005707e-13      -6.416468070188e-12       0.000000000000e+00       2.898387622617e-12       5.372146851140e-13      -3.614990296147e-15 
  158       6.338852623629e-10       1.494140327151e-13      -6.399569439267e-12       0.000000000000e+00       2.845214684664e-12       5.295372141292e-13      -3.546970683930e-15 
